School Type,School District or Name,MMR Vaccination Rate,Age Group,metric,Size_10,Size_25,Size_100,Size_250,Size_500,Size_750,Size_1000,Size_1500,Size_2500,Size_500,average_school_size,metric_average_school_size
Public ISD,MERIDIAN ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,191,
Public ISD,MERIDIAN ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,191,1
Public ISD,MERKEL ISD,97.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.001,0.001,0.004,0.0045,363,
Public ISD,MERKEL ISD,97.6,Kindergarten,total_infected_mean,1,1,1.316,1.336,1.429,1.4965,1.4835,1.501,1.5385,1.606,363,1.378036
Public ISD,MESQUITE ISD,97,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,750,0.007
Public ISD,MESQUITE ISD,97,Kindergarten,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,750,1.693
Public ISD,MEXIA ISD,92.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1575,0.206,0.2215,0.2265,0.239,0.238,0.251,410,0.18854
Public ISD,MEXIA ISD,92.4,Kindergarten,total_infected_mean,1,1.377,2.659,4.11,5.497,6.8255,7.942,9.8185,13.1565,19.5305,410,4.99768
Public ISD,MEYERPARK CHARTER,80,Kindergarten,probability_exceeding_10_total_cases,0,0,0.644,0.67,0.68,0.681,0.686,0.6915,0.697,0.7005,296,0.67184
Public ISD,MEYERPARK CHARTER,80,Kindergarten,total_infected_mean,1.6095,3.3515,12.539,31.559,63.813,96.0335,128.7475,195.295,328.0235,659.184,296,37.493736
Public ISD,MEYERSVILLE ISD,89.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.1355,0.357,0.386,0.393,0.3895,0.4195,0.413,0.397,176,0.247726667
Public ISD,MEYERSVILLE ISD,89.5,Kindergarten,total_infected_mean,1.6145,1.91,4.1485,8.181,13.4865,19.22,24.339,37.519,60.2425,113.7155,176,6.191633333
Public ISD,MIAMI ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,177,
Public ISD,MIAMI ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,177,1
Public ISD,MIDLAND ACADEMY CHARTER SCHOOL,98.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0.0005,0.0015,0.0005,0.0005,421,
Public ISD,MIDLAND ACADEMY CHARTER SCHOOL,98.1,Kindergarten,total_infected_mean,1,1,1.132,1.24,1.329,1.406,1.3835,1.407,1.3835,1.3925,421,1.300876
Public ISD,MIDLAND ISD,95,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0195,0.0415,0.0745,0.073,0.0735,0.0805,0.0945,759,0.074446
Public ISD,MIDLAND ISD,95,Kindergarten,total_infected_mean,1,1.3865,1.7315,2.3,2.54,3.0805,2.9855,3.1205,3.3895,3.846,759,3.07708
Public ISD,MIDLOTHIAN ISD,94.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0505,0.0925,0.122,0.1195,0.1335,0.129,0.1375,831,0.12119
Public ISD,MIDLOTHIAN ISD,94.1,Kindergarten,total_infected_mean,1,1.3795,1.9985,2.8065,3.3825,3.94,4.076,4.5365,4.9335,5.7785,831,3.984064
Public ISD,MIDWAY ISD,76.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.737,0.7215,0.7295,0.73,0.739,0.7395,0.7295,0.7455,713,0.729926
Public ISD,MIDWAY ISD,97,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.001,0.007,0.0065,0.01,0.0095,0.014,713,0.006112
Public ISD,MIDWAY ISD,76.9,Kindergarten,total_infected_mean,2.4195,4.219,17.2855,40.532,81.7865,122.7715,164.895,247.7725,406.981,831.526,713,116.70572
Public ISD,MIDWAY ISD,97,Kindergarten,total_infected_mean,1,1,1.2975,1.561,1.6465,1.693,1.725,1.7605,1.7255,1.821,713,1.686118
Public ISD,MILDRED ISD,90.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.055,0.317,0.3365,0.341,0.378,0.3745,0.3705,0.3715,419,0.330182
Public ISD,MILDRED ISD,90.2,Kindergarten,total_infected_mean,1,1.9475,3.715,7.0125,10.883,15.0895,19.494,27.3845,43.8075,82.1425,419,9.628958
Public ISD,MILES ISD,91.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2195,0.2835,0.2865,0.285,0.3095,0.303,0.307,174,
Public ISD,MILES ISD,91.4,Kindergarten,total_infected_mean,1,1.885,3.216,5.0605,8.0005,10.164,11.641,16.9995,24.0365,38.6445,174,4.125953333
Public ISD,MILFORD ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,258,
Public ISD,MILFORD ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,258,1
Public ISD,MILLER GROVE ISD,86.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.397,0.509,0.514,0.535,0.5185,0.5245,0.531,0.5205,310,0.5102
Public ISD,MILLER GROVE ISD,86.7,Kindergarten,total_infected_mean,1.583,2.558,6.64,14.2995,26.4835,41.6395,52.6255,81.5185,136.847,266.9675,310,17.22366
Public ISD,MILLSAP ISD,93.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.068,0.1245,0.134,0.161,0.1555,0.175,0.1955,361,0.093086
Public ISD,MILLSAP ISD,93.6,Kindergarten,total_infected_mean,1,1.3855,2.377,3.056,3.8765,4.2015,5.132,5.5405,7.2115,8.9595,361,3.420302
Public ISD,MINEOLA ISD,96.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,438,0.009148
Public ISD,MINEOLA ISD,96.2,Kindergarten,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,438,1.9615
Public ISD,MINERAL WELLS ISD,95.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0055,0.0295,0.0525,0.0395,0.057,0.062,0.0705,1651,0.057755
Public ISD,MINERAL WELLS ISD,95.5,Kindergarten,total_infected_mean,1,1.39,1.6935,2.1555,2.2895,2.6715,2.446,2.717,2.834,3.005,1651,2.734667
Public ISD,MISSION CISD,99.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,625,
Public ISD,MISSION CISD,99.8,Kindergarten,total_infected_mean,1,1,1,1,1,1.02,1.015,1.019,1.031,1.0195,625,1.01
Public ISD,MONAHANS-WICKETT-PYOTE ISD,94.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0305,0.072,0.0865,0.083,0.1015,0.111,0.114,343,0.045938
Public ISD,MONAHANS-WICKETT-PYOTE ISD,94.6,Kindergarten,total_infected_mean,1,1.3795,1.9895,2.516,2.918,3.251,3.294,3.744,4.2515,4.3265,343,2.665544
Public ISD,MONTAGUE ISD,75,Kindergarten,probability_exceeding_10_total_cases,0,0,0.745,0.7555,0.7365,0.744,0.75,0.7555,0.7605,0.7435,163,0.74941
Public ISD,MONTAGUE ISD,75,Kindergarten,total_infected_mean,2.432,5.1765,18.25,46.5,89.9645,136.4765,182.9125,276.1395,463.576,906.0565,163,30.115
Public ISD,MONTESSORI FOR ALL,90.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0.0515,0.257,0.3215,0.324,0.33,0.3475,0.3585,0.3325,470,0.31376
Public ISD,MONTESSORI FOR ALL,90.8,Kindergarten,total_infected_mean,1,1.9335,3.6825,5.7045,9.611,12.1695,15.2905,21.9235,34.254,56.61,470,9.14222
Public ISD,MONTGOMERY ISD,87.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0.314,0.49,0.4885,0.5165,0.5065,0.525,0.509,0.518,851,0.51246
Public ISD,MONTGOMERY ISD,87.1,Kindergarten,total_infected_mean,1.619,2.5695,5.6745,13.395,24.082,37.7025,48.8575,76.9035,124.845,252.125,851,42.20912
Public ISD,MOODY ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,187,
Public ISD,MOODY ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,187,1
Public ISD,MORAN ISD,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,115,0.55305
Public ISD,MORAN ISD,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,115,10.5649
Public ISD,MORGAN ISD,90.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0.05,0.2775,0.3095,0.324,0.332,0.3335,0.3195,0.3445,137,0.106116667
Public ISD,MORGAN ISD,90.9,Kindergarten,total_infected_mean,1,1.905,3.825,6.0375,9.136,12.508,14.921,19.8895,30.72,57.542,137,4.37075
Public ISD,MORGAN MILL ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,127,
Public ISD,MORGAN MILL ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,127,1
Public ISD,MORTON ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,368,
Public ISD,MORTON ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,368,1
Public ISD,MOTLEY COUNTY ISD,93.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,179,
Public ISD,MOTLEY COUNTY ISD,93.3,Kindergarten,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,179,2.81357
Public ISD,MOULTON ISD,93.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.096,0.151,0.165,0.1845,0.1885,0.203,0.196,146,
Public ISD,MOULTON ISD,93.3,Kindergarten,total_infected_mean,1,1.3715,2.3135,3.263,4.371,5.103,6.0135,6.938,8.498,9.8535,146,2.60468
Public ISD,MOUNT CALM ISD,90,Kindergarten,probability_exceeding_10_total_cases,0,0,0.058,0.2995,0.342,0.3515,0.3795,0.3885,0.388,0.3885,168,0.16748
Public ISD,MOUNT CALM ISD,90,Kindergarten,total_infected_mean,1,1.879,3.6575,6.821,11.375,15.5895,21.199,30.666,48.424,92.614,168,5.09162
Public ISD,MOUNT ENTERPRISE ISD,94.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,250,0.028
Public ISD,MOUNT ENTERPRISE ISD,94.4,Kindergarten,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,250,2.523
Public ISD,MOUNT PLEASANT ISD,95.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,553,0.037254
Public ISD,MOUNT PLEASANT ISD,95.2,Kindergarten,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,553,2.480218
Public ISD,MOUNT VERNON ISD,95.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.01,0.031,0.0605,0.065,0.0675,0.081,0.073,536,0.035248
Public ISD,MOUNT VERNON ISD,95.2,Kindergarten,total_infected_mean,1,1.382,1.6835,2.211,2.411,2.7375,2.8565,2.8735,3.2775,3.3385,536,2.458016
Public ISD,MUENSTER ISD,88.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.245,0.3785,0.4365,0.457,0.407,0.4585,0.4665,0.457,285,0.38662
Public ISD,MUENSTER ISD,88.6,Kindergarten,total_infected_mean,1.6215,1.8755,5.104,9.2105,17.677,26.27,30.492,50.1645,84.297,165.534,285,10.39581
Public ISD,MULESHOE ISD,98.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,332,
Public ISD,MULESHOE ISD,98.9,Kindergarten,total_infected_mean,1,1,1.1425,1.11,1.1755,1.191,1.1625,1.215,1.199,1.182,332,1.131484
Public ISD,MUMFORD ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,299,
Public ISD,MUMFORD ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,299,1
Public ISD,MUNDAY CISD,92,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1665,0.235,0.2655,0.2345,0.272,0.2845,0.2725,210,
Public ISD,MUNDAY CISD,92,Kindergarten,total_infected_mean,1,1.381,2.665,4.333,6.298,8.1265,8.676,12.2455,17.5345,24.694,210,3.8882
Public ISD,MURCHISON ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,169,
Public ISD,MURCHISON ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,169,1
Private School,Mariposa Montessori School,86.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.397,0.509,0.514,0.535,0.5185,0.5245,0.531,0.5205,,0.514
Private School,Mariposa Montessori School,86.7,Kindergarten,total_infected_mean,1.583,2.558,6.64,14.2995,26.4835,41.6395,52.6255,81.5185,136.847,266.9675,,26.4835
Private School,Mary Help of Christians School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Mary Help of Christians School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mary Immaculate School,98.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0,0.001,0,0,,
Private School,Mary Immaculate School,98.2,Kindergarten,total_infected_mean,1,1,1.138,1.2785,1.287,1.3665,1.345,1.35,1.3985,1.3795,,1.287
Private School,McKinney Christian Academy,65.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.837,0.833,0.8225,0.8295,0.8415,0.846,0.8305,0.8455,,0.8225
Private School,McKinney Christian Academy,65.3,Kindergarten,total_infected_mean,3.358,7.3685,29.2655,72.227,142.513,215.487,290.542,438.5755,717.237,1459.3025,,142.513
Private School,Memorial Lutheran School Houston,87.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0.3015,0.455,0.489,0.4795,0.4805,0.5195,0.488,0.504,,0.489
Private School,Memorial Lutheran School Houston,87.5,Kindergarten,total_infected_mean,1.6335,2.6125,5.5935,12.1555,22.8285,32.783,44.1915,71.2695,112.3235,228.246,,22.8285
Private School,Mercy Culture Preparatory Academy,14.3,Kindergarten,probability_exceeding_10_total_cases,0,0.939,0.943,0.9495,0.951,0.9435,0.96,0.9515,0.9475,0.9425,,0.951
Private School,Mercy Culture Preparatory Academy,14.3,Kindergarten,total_infected_mean,8.475,20.7245,81.1565,204.1995,408.0325,606.7295,822.763,1223.6775,2030.546,4038.671,,408.0325
Private School,Merryhill School Arlington,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Merryhill School Arlington,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Messiah Lutheran Classical Academy,85.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.454,0.535,0.5465,0.5575,0.542,0.5635,0.5945,0.5725,,0.5465
Private School,Messiah Lutheran Classical Academy,85.7,Kindergarten,total_infected_mean,1.6225,2.601,7.413,16.24,32.549,49.707,63.679,99.5605,174.9795,337.332,,32.549
Private School,Midland Christian School,91.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.265,0.3055,0.305,0.3285,0.3145,0.3345,0.3185,,0.3055
Private School,Midland Christian School,91.1,Kindergarten,total_infected_mean,1,1.9055,3.176,5.888,8.68,11.209,14.7025,18.362,28.306,47.8935,,8.68
Private School,Momentous School,78.6,Kindergarten,probability_exceeding_10_total_cases,0,0,0.686,0.694,0.7255,0.721,0.7025,0.705,0.692,0.706,,0.7255
Private School,Momentous School,78.6,Kindergarten,total_infected_mean,2.4255,4.304,14.7315,36.0175,74.85,110.496,144.2055,216.379,353.766,721.1565,,74.85
Private School,Montessori School of Downtown Shadow Cre,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Montessori School of Downtown Shadow Cre,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Montessori School of Downtown Silverlake,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Montessori School of Downtown Silverlake,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Montessori School of Fort Worth,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Montessori School of Fort Worth,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Montgomery Christian Academy,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Montgomery Christian Academy,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Morning Star Academy,66.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.8255,0.8175,0.8225,0.81,0.8135,0.8295,0.8115,0.816,,0.8225
Private School,Morning Star Academy,66.7,Kindergarten,total_infected_mean,3.335,7.2185,28.0205,68.332,136.618,201.3195,269.275,412.1505,671.6785,1349.9575,,136.618
Private School,Most Holy Trinity Catholic School,91.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.2105,0.2465,0.273,0.259,0.275,0.291,0.3035,,0.2465
Private School,Most Holy Trinity Catholic School,91.7,Kindergarten,total_infected_mean,1,1.9005,3.158,4.8295,7.155,9.1325,10.2115,12.821,20.7115,34.389,,7.155
Private School,Most Precious Blood School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Most Precious Blood School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mount Sacred Heart School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Mount Sacred Heart School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mount St. Michael Catholic School,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,,
Private School,Mount St. Michael Catholic School,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,,1
Private School,Mountain West Montessori,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,,0.1695
Private School,Mountain West Montessori,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,,4.77
Public ISD,NACOGDOCHES ISD,98.8,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,640,
Public ISD,NACOGDOCHES ISD,98.8,Kindergarten,total_infected_mean,1,1,1.1325,1.1255,1.169,1.1815,1.1675,1.1995,1.1995,1.211,640,1.176
Public ISD,NATALIA ISD,97.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0005,0.0005,0.001,0.002,0.0035,328,
Public ISD,NATALIA ISD,97.9,Kindergarten,total_infected_mean,1,1,1.295,1.363,1.387,1.3575,1.4345,1.452,1.4305,1.4895,328,1.370488
Public ISD,NAVARRO ISD,96,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0235,0.0335,0.0435,0.045,675,0.0176
Public ISD,NAVARRO ISD,96,Kindergarten,total_infected_mean,1,1,1.4835,1.847,2.057,2.1205,2.1945,2.325,2.437,2.447,675,2.10145
Public ISD,NAVASOTA ISD,95.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0025,0.025,0.0485,0.041,0.046,0.059,0.0595,492,0.02428
Public ISD,NAVASOTA ISD,95.7,Kindergarten,total_infected_mean,1,1.4025,1.746,2.003,2.1955,2.5455,2.458,2.624,2.717,2.673,492,2.18934
Public ISD,NAZARETH ISD,94.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.028,0.0835,0.106,0.1075,0.12,0.1165,0.1245,243,
Public ISD,NAZARETH ISD,94.4,Kindergarten,total_infected_mean,1,1.3965,1.9825,2.523,3.0385,3.549,3.722,4.2335,4.5625,4.94,243,2.497776667
Public ISD,NECHES ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,168,
Public ISD,NECHES ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,168,1
Public ISD,NEDERLAND ISD,96.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0.006,0.0125,0.019,0.0195,0.0205,0.0315,632,0.009432
Public ISD,NEDERLAND ISD,96.4,Kindergarten,total_infected_mean,1,1,1.482,1.6955,1.9105,1.9345,2.01,2.0765,2.034,2.196,632,1.923172
Public ISD,NEEDVILLE ISD,96,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0235,0.0335,0.0435,0.045,912,0.022268
Public ISD,NEEDVILLE ISD,96,Kindergarten,total_infected_mean,1,1,1.4835,1.847,2.057,2.1205,2.1945,2.325,2.437,2.447,912,2.168452
Public ISD,NEW BOSTON ISD,97.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0015,0.005,0.005,0.0085,0.008,369,
Public ISD,NEW BOSTON ISD,97.2,Kindergarten,total_infected_mean,1,1,1.323,1.433,1.591,1.623,1.6335,1.6565,1.713,1.7,369,1.508208
Public ISD,NEW BRAUNFELS ISD,95.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0145,0.0485,0.0615,0.0575,0.071,0.0765,0.095,659,0.056768
Public ISD,NEW BRAUNFELS ISD,95.1,Kindergarten,total_infected_mean,1,1.3915,1.698,2.3145,2.5955,2.7695,2.7675,3.063,3.2595,3.7425,659,2.706164
Public ISD,NEW CANEY ISD,97.4,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0.0025,0.002,0.0065,0.005,0.0085,971,0.002058
Public ISD,NEW CANEY ISD,97.4,Kindergarten,total_infected_mean,1,1,1.3085,1.475,1.503,1.609,1.5615,1.6255,1.6295,1.665,971,1.56701
Public ISD,NEW DEAL ISD,96.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,157,
Public ISD,NEW DEAL ISD,96.2,Kindergarten,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,157,1.59835
Public ISD,NEW DIANA ISD,92.9,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.1235,0.1695,0.198,0.2055,0.217,0.21,0.2165,378,0.147052
Public ISD,NEW DIANA ISD,92.9,Kindergarten,total_infected_mean,1,1.3835,2.727,3.792,4.77,5.9465,6.7495,8.169,10.173,14.0315,378,4.292736
Public ISD,NEW HOME ISD,90.7,Kindergarten,probability_exceeding_10_total_cases,0,0,0.0565,0.2965,0.3325,0.3385,0.348,0.3335,0.3435,0.359,354,0.311476
Public ISD,NEW HOME ISD,90.7,Kindergarten,total_infected_mean,1,1.914,3.822,6.5325,10.182,13.3285,16.5785,22.1805,34.313,66.772,354,8.050692
Public ISD,NEW SUMMERFIELD ISD,96.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.0005,0.012,0.02,0.0225,0.0225,0.035,0.031,526,0.012832
Public ISD,NEW SUMMERFIELD ISD,96.2,Kindergarten,total_infected_mean,1,1,1.491,1.7735,2.0235,2.1045,2.11,2.17,2.347,2.297,526,2.031924
Public ISD,NEW WAVERLY ISD,92.1,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0.173,0.2245,0.2495,0.2435,0.253,0.266,0.25,268,0.176708
Public ISD,NEW WAVERLY ISD,92.1,Kindergarten,total_infected_mean,1,1.3705,2.691,4.4455,6.2285,8.144,9.0445,11.3525,15.925,21.7895,268,4.573876
Public ISD,NEWCASTLE ISD,100,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,227,
Public ISD,NEWCASTLE ISD,100,Kindergarten,total_infected_mean,1,1,1,1,1,1,1,1,1,1,227,1
Public ISD,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTO,76.2,Kindergarten,probability_exceeding_10_total_cases,0,0,0.7325,0.742,0.7525,0.742,0.7455,0.744,0.742,0.746,,0.7525
Public ISD,NEWMAN INTERNATIONAL ACADEMY OF ARLINGTO,76.2,Kindergarten,total_infected_mean,2.4285,4.3025,17.207,43.1955,86.7355,128.797,172.05,257.3855,427.7915,860.095,,86.7355
Public ISD,NEWTON ISD,83.3,Kindergarten,probability_exceeding_10_total_cases,0,0,0.5495,0.585,0.624,0.636,0.6335,0.6185,0.6315,0.6225,311,0.594516
Public ISD,NEWTON ISD,83.3,Kindergarten,total_infected_mean,1.621,3.3305,9.3105,21.8545,46.6405,71.1955,93.742,139.0745,234.7905,463.0785,311,27.902284
Public ISD,NIXON-SMILEY CISD,98.5,Kindergarten,probability_exceeding_10_total_cases,0,0,0,0,0,0,0,0,0,0,222,
Public ISD,NIXON-SMILEY CISD,98.5,Kindergarten,total_infected_mean,1,1,1.122,1.19,1.2525,1.263,1.2635,1.2845,1.311,1.288,222,1.177306667
